Points
[[-8.632746, 41.14692], [-8.63225472413793, 41.152462137931], [-8.63176344827586, 41.1484336758621], [-8.63127217241379, 41.1531373636364], [-8.63078089655172, 41.1537653453422], [-8.63028962068965, 41.1461908980957], [-8.62979834482759, 41.1505324137931], [-8.62930706896552, 41.1510509827586], [-8.62881579310345, 41.1521119655172], [-8.62832451724138, 41.1502562068966], [-8.62783324137931, 41.1473859444969], [-8.62734196551724, 41.1447006274071], [-8.62685068965517, 41.1447580492611], [-8.6263594137931, 41.1447303881871], [-8.62586813793103, 41.1446574264254], [-8.62537686206896, 41.1445844646637], [-8.6248855862069, 41.144511502902], [-8.62439431034483, 41.1444385411403], [-8.62390303448276, 41.1443575106897], [-8.62341175862069, 41.1442052151724], [-8.62292048275862, 41.1440529196552], [-8.62242920689655, 41.1439006241379], [-8.62193793103448, 41.1436613793103], [-8.62144665517241, 41.1433104679803], [-8.62095537931035, 41.1429595566502], [-8.62046410344828, 41.1426086453202], [-8.61997282758621, 41.1422795880509], [-8.61948155172414, 41.1419590765259], [-8.61899027586207, 41.1416385650009], [-8.618499, 41.141376]]
[[-8.628363, 41.157486], [-8.62767589655172, 41.1575420138681], [-8.62698879310345, 41.1575980277361], [-8.62630168965517, 41.1570630727969], [-8.6256145862069, 41.1561172452107], [-8.62492748275862, 41.1569330450928], [-8.62424037931035, 41.1566488586823], [-8.62355327586207, 41.1562255538793], [-8.62286617241379, 41.1558103849402], [-8.62217906896552, 41.1557402723434], [-8.62149196551724, 41.1556701597467], [-8.62080486206897, 41.1556000471499], [-8.62011775862069, 41.1554755113649], [-8.61943065517241, 41.1553385325424], [-8.61874355172414, 41.1552015537199], [-8.61805644827586, 41.1550645748974], [-8.61736934482759, 41.1549331868373], [-8.61668224137931, 41.154803760149], [-8.61599513793104, 41.1546743334607], [-8.61530803448276, 41.1545449067724], [-8.61462093103448, 41.15441375], [-8.61393382758621, 41.154137], [-8.61324672413793, 41.1538317836128], [-8.61255962068966, 41.1537498354951], [-8.61187251724138, 41.1536678873774], [-8.6111854137931, 41.1536042832891], [-8.61049831034483, 41.1535937124668], [-8.60981120689655, 41.1535831416446], [-8.60912410344828, 41.1535725708223], [-8.608437, 41.153562]]
[[-8.614764, 41.150016], [-8.61460106896552, 41.1511233568965], [-8.61443813793103, 41.1512842512931], [-8.61427520689655, 41.1514451456897], [-8.61411227586207, 41.1516060400862], [-8.61394934482759, 41.1517669344828], [-8.6137864137931, 41.1692281149425], [-8.61362348275862, 41.1538703563217], [-8.61346055172414, 41.165327948276], [-8.61329762068966, 41.1739719069767], [-8.61313468965517, 41.1724335348837], [-8.61297175862069, 41.1708951627907], [-8.61280882758621, 41.171268537931], [-8.61264589655172, 41.1715944060067], [-8.61248296551724, 41.1625806407119], [-8.61232003448276, 41.1583209827585], [-8.61215710344828, 41.1539165255172], [-8.61199417241379, 41.1551678358621], [-8.61183124137931, 41.1681863793103], [-8.61166831034483, 41.1584071034483], [-8.61150537931034, 41.1508201844078], [-8.61134244827586, 41.1618020493942], [-8.61117951724138, 41.162638722274], [-8.6110165862069, 41.1645105517241], [-8.61085365517241, 41.1663424671506], [-8.61069072413793, 41.1684880116152], [-8.61052779310345, 41.1706335560798], [-8.61036486206897, 41.1727791005445], [-8.61020193103448, 41.1749246450091], [-8.610039, 41.175639]]
[[-8.689338, 41.168124], [-8.68809382758621, 41.1666302274283], [-8.68684965517241, 41.1647687402299], [-8.68560548275862, 41.1625698541114], [-8.68436131034483, 41.1603562587447], [-8.68311713793103, 41.1585341862069], [-8.68187296551724, 41.1570550034483], [-8.68062879310345, 41.1555818835811], [-8.67938462068965, 41.1540165418129], [-8.67814044827586, 41.1522505241379], [-8.67689627586207, 41.1506161023927], [-8.67565210344828, 41.1495560167136], [-8.67440793103448, 41.1492600067959], [-8.67316375862069, 41.1491192427637], [-8.6719195862069, 41.1489231453032], [-8.6706754137931, 41.1487172133175], [-8.66943124137931, 41.1482978489125], [-8.66818706896552, 41.1478078363926], [-8.66694289655172, 41.1476166135859], [-8.66569872413793, 41.1478729237827], [-8.66445455172414, 41.1478712347826], [-8.66321037931034, 41.1477666521739], [-8.66196620689655, 41.1476146017798], [-8.66072203448276, 41.1472935250278], [-8.65947786206896, 41.1469724482759], [-8.65823368965517, 41.1469418507809], [-8.65698951724138, 41.1471705999691], [-8.65574534482759, 41.1477776929922], [-8.65450117241379, 41.1487621487069], [-8.653257, 41.148432]]
[[-8.645607, 41.154363], [-8.6444515862069, 41.1544616328848], [-8.64329617241379, 41.154287489893], [-8.64214075862069, 41.1540085969084], [-8.64098534482759, 41.1536770750764], [-8.63982993103448, 41.1533457564382], [-8.63867451724138, 41.1530824975993], [-8.63751910344828, 41.1528126662069], [-8.63636368965517, 41.1525459141066], [-8.63520827586207, 41.1524823931034], [-8.63405286206897, 41.1525027385373], [-8.63289744827586, 41.1527058882152], [-8.63174203448276, 41.1539294892648], [-8.63058662068966, 41.1564376647215], [-8.62943120689655, 41.1570591206897], [-8.62827579310345, 41.1582466293103], [-8.62712037931034, 41.1576046020503], [-8.62596496551724, 41.1574172376514], [-8.62480955172414, 41.1572176606171], [-8.62365413793103, 41.1570098888385], [-8.62249872413793, 41.1567711714983], [-8.62134331034483, 41.1565316314655], [-8.62018789655172, 41.1563806398903], [-8.61903248275862, 41.156229648315], [-8.61787706896552, 41.1560638458552], [-8.61672165517241, 41.1558725521809], [-8.61556624137931, 41.1556743689148], [-8.61441082758621, 41.1554747202079], [-8.6132554137931, 41.1539020492611], [-8.6121, 41.153922]]
[[-8.628354, 41.157459], [-8.62788568965517, 41.1575532325752], [-8.62741737931034, 41.1575108853632], [-8.62694906896552, 41.1574685381511], [-8.62648075862069, 41.1573422380727], [-8.62601244827586, 41.156687886632], [-8.62554413793104, 41.1560335351913], [-8.62507582758621, 41.1570333865699], [-8.62460751724138, 41.1564359591018], [-8.62413920689655, 41.1561255673617], [-8.62367089655172, 41.1558151756215], [-8.6232025862069, 41.1557305092221], [-8.62273427586207, 41.1558067457899], [-8.62226596551724, 41.1558829823577], [-8.62179765517241, 41.1559592189254], [-8.62132934482759, 41.1559267171751], [-8.62086103448276, 41.155762358256], [-8.62039272413793, 41.1555979993369], [-8.6199244137931, 41.1554336404178], [-8.61945610344828, 41.1552966896552], [-8.61898779310345, 41.1546321736602], [-8.61851948275862, 41.1534980727046], [-8.61805117241379, 41.1524558807083], [-8.61758286206896, 41.1515306259947], [-8.61711455172414, 41.1504636471532], [-8.61664624137931, 41.1496116206897], [-8.61617793103448, 41.1496899678791], [-8.61570962068966, 41.1498116327005], [-8.61524131034483, 41.1498852994963], [-8.614773, 41.149998]]
[[-8.649072, 41.162904], [-8.64674844827586, 41.1575371786834], [-8.64442489655172, 41.1600514587706], [-8.64210134482759, 41.1610509348659], [-8.63977779310345, 41.1496956124138], [-8.63745424137931, 41.1700499255172], [-8.63513068965517, 41.1711132850215], [-8.63280713793104, 41.1717849366918], [-8.6304835862069, 41.1722788075994], [-8.62816003448276, 41.1727348764797], [-8.62583648275862, 41.1730123154915], [-8.62351293103448, 41.1732704360023], [-8.62118937931035, 41.1734936019871], [-8.61886582758621, 41.173735890028], [-8.61654227586207, 41.1740229697777], [-8.61421872413793, 41.1742273470809], [-8.61189517241379, 41.1742319481734], [-8.60957162068966, 41.1738293886064], [-8.60724806896552, 41.1726247822978], [-8.60492451724138, 41.1718889479674], [-8.60260096551724, 41.1713992929321], [-8.6002774137931, 41.1713754748323], [-8.59795386206897, 41.1715443774135], [-8.59563031034483, 41.1712613722467], [-8.59330675862069, 41.1708161101322], [-8.59098320689655, 41.1693352790781], [-8.58865965517241, 41.1679647068966], [-8.58633610344828, 41.166738387931], [-8.58401255172414, 41.1633215448551], [-8.581689, 41.163498]]
[[-8.650287, 41.1606], [-8.64960703448276, 41.1591160574713], [-8.64892706896552, 41.1604785909631], [-8.64824710344828, 41.15524366313], [-8.64756713793103, 41.1544290775862], [-8.64688717241379, 41.1590679006085], [-8.64620720689655, 41.1570101896552], [-8.64552724137931, 41.1526017310345], [-8.64484727586207, 41.1582370603448], [-8.64416731034483, 41.1574926781609], [-8.64348734482759, 41.1627781652485], [-8.64280737931034, 41.1648111724138], [-8.6421274137931, 41.1649721551724], [-8.64144744827586, 41.153789459508], [-8.64076748275862, 41.1536211292823], [-8.64008751724138, 41.1534527990565], [-8.63940755172414, 41.1532844688307], [-8.6387275862069, 41.1531202736253], [-8.63804762068966, 41.1529659030755], [-8.63736765517241, 41.1528115325256], [-8.63668768965517, 41.1526281602434], [-8.63600772413793, 41.1524637241379], [-8.63532775862069, 41.1524627511553], [-8.63464779310345, 41.1525071475293], [-8.63396782758621, 41.1525515439033], [-8.63328786206897, 41.1525959402773], [-8.63260789655172, 41.152793801061], [-8.63192793103448, 41.1537113656987], [-8.63124796551724, 41.1544482206897], [-8.630568, 41.154795]]
[[-8.612568, 41.145948], [-8.61155410344828, 41.1462938542825], [-8.61054020689655, 41.1492327593244], [-8.60952631034483, 41.1523279709619], [-8.6085124137931, 41.1574717971602], [-8.60749851724138, 41.1578437485893], [-8.60648462068965, 41.1586691191223], [-8.60547072413793, 41.1589689145618], [-8.60445682758621, 41.1594493830585], [-8.60344293103448, 41.1599012261427], [-8.60242903448276, 41.1597576054767], [-8.60141513793103, 41.1594977412344], [-8.60040124137931, 41.1592434413793], [-8.59938734482759, 41.1590136248276], [-8.59837344827586, 41.1589087854745], [-8.59735955172414, 41.1593439534635], [-8.59634565517241, 41.1597546206897], [-8.59533175862069, 41.1600550344828], [-8.59431786206897, 41.1603547389163], [-8.59330396551724, 41.1606524704434], [-8.59229006896552, 41.1609437456897], [-8.59127617241379, 41.1618319612949], [-8.59026227586207, 41.1630523448276], [-8.58924837931034, 41.1637412557787], [-8.58823448275862, 41.1635152372511], [-8.5872205862069, 41.1631796517727], [-8.58620668965517, 41.16297285], [-8.58519279310345, 41.1646564530321], [-8.58417889655172, 41.1648249812808], [-8.583165, 41.1647625]]
[[-8.604261, 41.1609375], [-8.60302986206896, 41.1623956442352], [-8.60179872413793, 41.1636565461624], [-8.6005675862069, 41.1646087363083], [-8.59933644827586, 41.1653207974138], [-8.59810531034483, 41.1658085412294], [-8.59687417241379, 41.1662476979408], [-8.59564303448276, 41.1666131240405], [-8.59441189655172, 41.1669785501401], [-8.59318075862069, 41.1675530918204], [-8.59194962068965, 41.1681477554859], [-8.59071848275862, 41.1688679468448], [-8.58948734482759, 41.1697451778441], [-8.58825620689655, 41.1713444440246], [-8.58702506896552, 41.1734532978056], [-8.58579393103448, 41.1760361151374], [-8.58456279310345, 41.1780798353987], [-8.58333165517241, 41.1810553249882], [-8.58210051724138, 41.1842992012831], [-8.58086937931034, 41.1877654622845], [-8.57963824137931, 41.1924934980843], [-8.57840710344828, 41.1938742695925], [-8.57717596551724, 41.1949474581281], [-8.57594482758621, 41.1946566530883], [-8.57471368965517, 41.1944666124628], [-8.57348255172414, 41.1943960065238], [-8.5722514137931, 41.1944015521901], [-8.57102027586207, 41.1943914959248], [-8.56978913793103, 41.1943691115987], [-8.568558, 41.193315]]
[[-8.628327, 41.157378], [-8.62806351724138, 41.157712694315], [-8.62780003448276, 41.1579932021944], [-8.62753655172414, 41.1582542896552], [-8.62727306896552, 41.158515377116], [-8.6270095862069, 41.1587764645768], [-8.62674610344828, 41.1589006971577], [-8.62648262068966, 41.159021965373], [-8.62621913793103, 41.1591432335882], [-8.62595565517241, 41.1592645018035], [-8.62569217241379, 41.1593857700188], [-8.62542868965517, 41.159507038234], [-8.62516520689655, 41.1596283064493], [-8.62490172413793, 41.1597495746645], [-8.62463824137931, 41.1603067272727], [-8.62437475862069, 41.1609627727273], [-8.62411127586207, 41.1616188181818], [-8.62384779310345, 41.1622748636364], [-8.62358431034483, 41.1629309090909], [-8.62332082758621, 41.1635869545455], [-8.62305734482759, 41.1642021724138], [-8.62279386206897, 41.1616250450928], [-8.62253037931034, 41.1609312640086], [-8.62226689655172, 41.1617464137931], [-8.6220034137931, 41.1625615635776], [-8.62173993103448, 41.1633767133621], [-8.62147644827586, 41.1635163310345], [-8.62121296551724, 41.1611274206897], [-8.62094948275862, 41.1616940567951], [-8.620686, 41.163786]]
[[-8.617257, 41.142834], [-8.61597186206897, 41.1419158226601], [-8.61468672413793, 41.1423793944828], [-8.6134015862069, 41.1473113008235], [-8.61211644827586, 41.146144112069], [-8.61083131034483, 41.1462110463362], [-8.60954617241379, 41.1483754525862], [-8.60826103448276, 41.148211970015], [-8.60697589655172, 41.1509192756726], [-8.60569075862069, 41.1530855744681], [-8.60440562068966, 41.1535037041042], [-8.60312048275862, 41.1538106301456], [-8.60183534482759, 41.1541175561871], [-8.60055020689655, 41.1544244822285], [-8.59926506896552, 41.1547314082699], [-8.59797993103448, 41.1550383343114], [-8.59669479310345, 41.1553452603528], [-8.59540965517241, 41.1556521863943], [-8.59412451724138, 41.1559591124357], [-8.59283937931034, 41.1562660384772], [-8.59155424137931, 41.1565729645186], [-8.59026910344828, 41.1568798905601], [-8.58898396551724, 41.1571868166015], [-8.58769882758621, 41.157493742643], [-8.58641368965517, 41.1578006686844], [-8.58512855172414, 41.1581075947259], [-8.5838434137931, 41.1584145207673], [-8.58255827586207, 41.1587214468088], [-8.58127313793103, 41.1590283728502], [-8.579988, 41.15934]]
[[-8.666811, 41.175711], [-8.66650034482759, 41.1746695404972], [-8.66618968965517, 41.1772414763432], [-8.66587903448276, 41.1798134121892], [-8.66556837931034, 41.1803006141659], [-8.66525772413793, 41.1788900717614], [-8.66494706896552, 41.1774795293569], [-8.6646364137931, 41.1808391379311], [-8.66432575862069, 41.180900020284], [-8.66401510344827, 41.1808049963489], [-8.66370444827586, 41.1798091823495], [-8.66339379310345, 41.178003170076], [-8.66308313793103, 41.1803314396552], [-8.66277248275862, 41.1813794482759], [-8.66246182758621, 41.1774876975369], [-8.66215117241379, 41.1784699596059], [-8.66184051724138, 41.1794522216749], [-8.66152986206897, 41.1802896413793], [-8.66121920689655, 41.1776034827586], [-8.66090855172414, 41.1770469333592], [-8.66059789655172, 41.1770085377761], [-8.66028724137931, 41.1772774527383], [-8.6599765862069, 41.1784360137931], [-8.65966593103448, 41.1795945748479], [-8.65935527586207, 41.1795209665314], [-8.65904462068966, 41.1791332373697], [-8.65873396551724, 41.1787467245389], [-8.65842331034483, 41.1775580736677], [-8.65811265517241, 41.1779263034483], [-8.657802, 41.177376]]
[[-8.679591, 41.158215], [-8.67726403448276, 41.1551514695172], [-8.67493706896552, 41.1538873717763], [-8.67261010344828, 41.1552807256372], [-8.67028313793104, 41.1530034202494], [-8.66795617241379, 41.1516886991025], [-8.66562920689655, 41.1508123153194], [-8.66330224137931, 41.1504692617875], [-8.66097527586207, 41.1504521431557], [-8.65864831034483, 41.1507498693835], [-8.65632134482759, 41.1516557084854], [-8.65399437931035, 41.1521111708153], [-8.6516674137931, 41.1529099604296], [-8.64934044827586, 41.1541262975591], [-8.64701348275862, 41.1542525444646], [-8.64468651724138, 41.1543094655172], [-8.64235955172414, 41.1540076974416], [-8.6400325862069, 41.1533693743163], [-8.63770562068965, 41.1528098849811], [-8.63537865517241, 41.1524558382403], [-8.63305168965517, 41.1526645693665], [-8.63072472413793, 41.1526010689655], [-8.62839775862069, 41.1524774816463], [-8.62607079310345, 41.1519073712911], [-8.62374382758621, 41.1480992140309], [-8.62141686206897, 41.1475213310345], [-8.61908989655172, 41.1471188191505], [-8.61676293103448, 41.1467193400918], [-8.61443596551724, 41.146319861033], [-8.612109, 41.146065]]
[[-8.65539, 41.17761], [-8.65419393103448, 41.1863519482759], [-8.65299786206897, 41.1789854084881], [-8.65180179310345, 41.1773526181291], [-8.65060572413793, 41.1739298190746], [-8.64940965517241, 41.1729532817547], [-8.6482135862069, 41.1719767444347], [-8.64701751724138, 41.171010469496], [-8.64582144827586, 41.1700479524587], [-8.64462537931034, 41.1690875437742], [-8.64342931034483, 41.1681362036172], [-8.64223324137931, 41.1671848634602], [-8.64103717241379, 41.1662529880158], [-8.63984110344828, 41.1653353482193], [-8.63864503448276, 41.1646325662866], [-8.63744896551724, 41.1644753141915], [-8.63625289655172, 41.1642287509982], [-8.63505682758621, 41.1638447499093], [-8.63386075862069, 41.1631451516026], [-8.63266468965517, 41.1621855097857], [-8.63146862068966, 41.1625354957092], [-8.63027255172414, 41.1630712913091], [-8.62907648275862, 41.1633654566677], [-8.6278804137931, 41.1635641211823], [-8.62668434482759, 41.1635034310345], [-8.62548827586207, 41.1634366197449], [-8.62429220689655, 41.1636460586207], [-8.62309613793103, 41.1642057192118], [-8.62190006896552, 41.1640622351097], [-8.620704, 41.163741]]
[[-8.595396, 41.155056], [-8.59486593103448, 41.1532380868966], [-8.59433586206896, 41.1527817476871], [-8.59380579310345, 41.1563966896552], [-8.59327572413793, 41.1550227760202], [-8.59274565517241, 41.1509961970895], [-8.5922155862069, 41.1605136959248], [-8.59168551724138, 41.1613772257053], [-8.59115544827586, 41.1563014137931], [-8.59062537931034, 41.1512256018809], [-8.59009531034483, 41.1609810526646], [-8.58956524137931, 41.1640736445141], [-8.58903517241379, 41.1648542915361], [-8.58850510344828, 41.1536662758621], [-8.58797503448276, 41.1673809404389], [-8.58744496551724, 41.1684517868339], [-8.58691489655172, 41.1582379937304], [-8.58638482758621, 41.1489030157421], [-8.58585475862069, 41.1486840742129], [-8.58532468965517, 41.1585666428571], [-8.58479462068965, 41.1685402505923], [-8.58426455172414, 41.1684957409845], [-8.58373448275862, 41.1684512313767], [-8.5832044137931, 41.1684067217689], [-8.58267434482759, 41.1683622121611], [-8.58214427586207, 41.1672260948276], [-8.58161420689655, 41.1661490848806], [-8.58108413793103, 41.1655374668435], [-8.58055406896552, 41.1649258488064], [-8.580024, 41.165676]]
[[-8.640252, 41.165973], [-8.63923375862069, 41.1653642944297], [-8.63821551724138, 41.1661642867514], [-8.63719727586207, 41.1671520412346], [-8.63617903448276, 41.1667248251231], [-8.63516079310345, 41.1640154965517], [-8.63414255172414, 41.1638344758621], [-8.63312431034483, 41.1640515007569], [-8.63210606896552, 41.1645531708999], [-8.63108782758621, 41.1648200923583], [-8.6300695862069, 41.1650094136198], [-8.62905134482759, 41.1607093591954], [-8.62803310344828, 41.1586221724138], [-8.62701486206897, 41.1608637241379], [-8.62599662068966, 41.1517548], [-8.62497837931035, 41.1485362976832], [-8.62396013793103, 41.1481146821121], [-8.62294189655172, 41.1478653854809], [-8.62192365517241, 41.1476188638838], [-8.6209054137931, 41.1476164272864], [-8.61988717241379, 41.1479138667288], [-8.61886893103448, 41.1485434644616], [-8.61785068965517, 41.1470430827586], [-8.61683244827586, 41.1458867035232], [-8.61581420689655, 41.1472534965517], [-8.61479596551724, 41.1470966144201], [-8.61377772413793, 41.1473690270488], [-8.61275948275862, 41.1476414396776], [-8.61174124137931, 41.1479138523063], [-8.610723, 41.147802]]
[[-8.620146, 41.147019], [-8.61994272413793, 41.1478789083485], [-8.61973944827586, 41.1481410272232], [-8.61953617241379, 41.148403146098], [-8.61933289655172, 41.1484954317841], [-8.61912962068966, 41.1484468223388], [-8.61892634482759, 41.1483982128936], [-8.61872306896552, 41.1483496034483], [-8.61851979310345, 41.148300994003], [-8.61831651724138, 41.1482523845577], [-8.61811324137931, 41.1480394137931], [-8.61790996551724, 41.1476143824451], [-8.61770668965517, 41.1471866465517], [-8.6175034137931, 41.144990137931], [-8.61730013793103, 41.1430477945708], [-8.61709686206897, 41.1434132586207], [-8.6168935862069, 41.1437787226706], [-8.61669031034483, 41.1441441867205], [-8.61648703448276, 41.1448611359027], [-8.61628375862069, 41.1441964868154], [-8.61608048275862, 41.1472101082045], [-8.61587720689655, 41.1471157034483], [-8.61567393103448, 41.1465317473354], [-8.61547065517241, 41.1459477912226], [-8.61526737931034, 41.1449846896552], [-8.61506410344828, 41.1451971206897], [-8.61486082758621, 41.1427056589205], [-8.61465755172414, 41.1420472218891], [-8.61445427586207, 41.1414989224138], [-8.614251, 41.1426]]
[[-8.629452, 41.165019], [-8.62835555172414, 41.1649733793103], [-8.62725910344828, 41.1644808410286], [-8.62616265517241, 41.1634278828975], [-8.62506620689655, 41.1634391586207], [-8.62396975862069, 41.1643706286946], [-8.62287331034483, 41.1639609642857], [-8.62177686206897, 41.1628426304031], [-8.6206804137931, 41.162718421854], [-8.61958396551724, 41.162632984326], [-8.61848751724138, 41.1625463138945], [-8.61739106896552, 41.1624576305781], [-8.61629462068966, 41.1623604363853], [-8.61519817241379, 41.1622139282105], [-8.61410172413793, 41.1620492408646], [-8.61300527586207, 41.1618996352988], [-8.61190882758621, 41.1617866425375], [-8.61081237931034, 41.1616459367384], [-8.60971593103448, 41.1614810572984], [-8.60861948275862, 41.1612924357367], [-8.60752303448276, 41.1610598557994], [-8.6064265862069, 41.1608715443787], [-8.60533013793103, 41.1606296074271], [-8.60423368965517, 41.1603531525199], [-8.60313724137931, 41.1600497210031], [-8.60204079310345, 41.1597340768025], [-8.60094434482759, 41.1553268811981], [-8.59984789655172, 41.152899446461], [-8.59875144827586, 41.1487986489028], [-8.597655, 41.146866]]
[[-8.650161, 41.154129], [-8.647263, 41.1572370483871], [-8.644365, 41.1659215], [-8.641467, 41.1676656666667], [-8.638569, 41.1696049211823], [-8.635671, 41.170977], [-8.632773, 41.1717952588235], [-8.629875, 41.1723861992687], [-8.626977, 41.1728997258065], [-8.624079, 41.1732165322581], [-8.621181, 41.1735271893204], [-8.618283, 41.1738319951456], [-8.615385, 41.1741275935829], [-8.612487, 41.1744168770053], [-8.609589, 41.1736629090909], [-8.606691, 41.1726899464286], [-8.603793, 41.1716376964286], [-8.600895, 41.1714002585278], [-8.597997, 41.1714335240175], [-8.595099, 41.1713006462882], [-8.592201, 41.1700996829268], [-8.589303, 41.1683122900232], [-8.586405, 41.1667873350785], [-8.583507, 41.1660211099476], [-8.580609, 41.1637825102041], [-8.577711, 41.1651705], [-8.574813, 41.1619982926829], [-8.571915, 41.1574250357143], [-8.569017, 41.1554534021739], [-8.566119, 41.1537015]]
[[-8.642133, 41.173335], [-8.64208737931034, 41.1733176206897], [-8.64204175862069, 41.1733002413793], [-8.64199613793103, 41.173282862069], [-8.64195051724138, 41.1732654827586], [-8.64190489655172, 41.1732481034483], [-8.64185927586207, 41.1732307241379], [-8.64181365517241, 41.1732133448276], [-8.64176803448276, 41.1731959655172], [-8.6417224137931, 41.1731785862069], [-8.64167679310345, 41.1731612068966], [-8.64163117241379, 41.1731438275862], [-8.64158555172414, 41.1731264482759], [-8.64153993103448, 41.1731090689655], [-8.64149431034483, 41.1730916896552], [-8.64144868965517, 41.1730743103448], [-8.64140306896552, 41.1730569310345], [-8.64135744827586, 41.1730395517241], [-8.64131182758621, 41.1730221724138], [-8.64126620689655, 41.1730047931035], [-8.6412205862069, 41.1729874137931], [-8.64117496551724, 41.1729700344828], [-8.64112934482759, 41.1729526551724], [-8.64108372413793, 41.1729352758621], [-8.64103810344828, 41.1729178965517], [-8.64099248275862, 41.1729005172414], [-8.64094686206897, 41.172883137931], [-8.64090124137931, 41.1728657586207], [-8.64085562068965, 41.1728483793103], [-8.64081, 41.172831]]
[[-8.609652, 41.1408], [-8.60757206896552, 41.1412806215139], [-8.60549213793104, 41.1415612693513], [-8.60341220689655, 41.1418096872268], [-8.60133227586207, 41.1418389820301], [-8.59925234482759, 41.1416730048745], [-8.5971724137931, 41.1407909398808], [-8.59509248275862, 41.1402584833583], [-8.59301255172414, 41.1400341249293], [-8.59093262068965, 41.1402841712832], [-8.58885268965517, 41.1411338346295], [-8.58677275862069, 41.1427062116901], [-8.58469282758621, 41.1436032539409], [-8.58261289655172, 41.1436957041536], [-8.58053296551724, 41.1437895889655], [-8.57845303448276, 41.1443376674539], [-8.57637310344828, 41.1442342540068], [-8.57429317241379, 41.1439413059738], [-8.57221324137931, 41.1415985285955], [-8.57013331034483, 41.1343426906404], [-8.56805337931035, 41.1303830926465], [-8.56597344827586, 41.1275900459038], [-8.56389351724138, 41.1264135636319], [-8.5618135862069, 41.1262840599806], [-8.55973365517241, 41.1264363808015], [-8.55765372413793, 41.1261731764234], [-8.55557379310345, 41.1269913944241], [-8.55349386206897, 41.1279333889655], [-8.55141393103448, 41.1292416476384], [-8.549334, 41.129505]]
[[-8.579448, 41.146488], [-8.57875375862069, 41.1462245894146], [-8.57805951724138, 41.1483332793104], [-8.57736527586207, 41.1499695172414], [-8.57667103448276, 41.1502523563218], [-8.57597679310345, 41.1505351954023], [-8.57528255172414, 41.1508180344828], [-8.57458831034483, 41.1515451302911], [-8.57389406896552, 41.1522851001445], [-8.57319982758621, 41.1530525922414], [-8.5725055862069, 41.1538266713793], [-8.57181134482759, 41.1546847406897], [-8.57111710344827, 41.1558510662069], [-8.57042286206896, 41.1571291595347], [-8.56972862068965, 41.157475429366], [-8.56903437931035, 41.1576446351502], [-8.56834013793103, 41.1578138409344], [-8.56764589655172, 41.1581237271364], [-8.56695165517241, 41.1589185832084], [-8.5662574137931, 41.1602779776229], [-8.56556317241379, 41.1619125770982], [-8.56486893103448, 41.1619060276513], [-8.56417468965517, 41.1618994782043], [-8.56348044827586, 41.1611931421751], [-8.56278620689655, 41.1596942928382], [-8.56209196551724, 41.1581954435013], [-8.56139772413793, 41.1579195676393], [-8.56070348275862, 41.1562848632445], [-8.56000924137931, 41.155795816092], [-8.559315, 41.155632]]
[[-8.651871, 41.153337], [-8.65021934482759, 41.1537758073862], [-8.64856768965517, 41.1548835278515], [-8.64691603448276, 41.1558400459135], [-8.64526437931034, 41.1576162827586], [-8.64361272413793, 41.1603340256158], [-8.64196106896552, 41.1601949734464], [-8.6403094137931, 41.1606659373719], [-8.63865775862069, 41.1613864430709], [-8.63700610344828, 41.1621040334784], [-8.63535444827586, 41.1628787646804], [-8.63370279310345, 41.1637019370315], [-8.63205113793103, 41.1644808112098], [-8.63039948275862, 41.1648249566533], [-8.62874782758621, 41.1648767326775], [-8.62709617241379, 41.1647124375], [-8.62544451724138, 41.1645114888114], [-8.62379286206897, 41.1642928374384], [-8.62214120689655, 41.1640929723497], [-8.62048955172414, 41.1638890109336], [-8.61883789655172, 41.16366968545], [-8.61718624137931, 41.1634535428799], [-8.6155345862069, 41.1632488709132], [-8.61388293103448, 41.1630451478252], [-8.61223127586207, 41.1628433831309], [-8.61057962068966, 41.1626478242639], [-8.60892796551724, 41.1624612585634], [-8.60727631034483, 41.1622488413793], [-8.60562465517241, 41.1613435677966], [-8.603973, 41.161401]]
[[-8.624907, 41.163606], [-8.62459293103448, 41.1643984655172], [-8.62427886206897, 41.1640566598088], [-8.62396479310345, 41.1637030023182], [-8.62365072413793, 41.1633493448276], [-8.62333665517241, 41.1642156206897], [-8.6230225862069, 41.1641015767352], [-8.62270851724138, 41.1638845591239], [-8.62239444827586, 41.1636675415125], [-8.62208037931035, 41.1634505239011], [-8.62176631034483, 41.1632335062898], [-8.62145224137931, 41.1630164886784], [-8.62113817241379, 41.162799471067], [-8.62082410344828, 41.162723108464], [-8.62051003448276, 41.1626974119122], [-8.62019596551724, 41.1626717153605], [-8.61988189655172, 41.1626460188088], [-8.61956782758621, 41.1626203222571], [-8.61925375862069, 41.1625946257053], [-8.61893968965517, 41.1625689291536], [-8.61862562068966, 41.1625432326019], [-8.61831155172414, 41.1625175360502], [-8.61799748275862, 41.1624917992143], [-8.6176834137931, 41.1624659580969], [-8.61736934482759, 41.1624401169795], [-8.61705527586207, 41.1624142758621], [-8.61674120689655, 41.1623884347447], [-8.61642713793104, 41.1599822341198], [-8.61611306896552, 41.1611737672414], [-8.615799, 41.16132]]
